pkg1,pkg2,n
haplotypes,swfscMisc,1
haplotypes,TLBC,1
haplotypes,widals,1
HAP.ROR,hyperSpec,1
HAP.ROR,lordif,1
HAP.ROR,matR,1
HAP.ROR,nlme,1
HAP.ROR,pawacc,1
HAP.ROR,rebmix,1
HAP.ROR,survMisc,1
HAP.ROR,webvis,1
HardyWeinberg,hydrostats,1
HardyWeinberg,Jmisc,1
HardyWeinberg,likert,1
HardyWeinberg,lordif,1
HardyWeinberg,memisc,1
HardyWeinberg,mplot,1
HardyWeinberg,psych,1
HardyWeinberg,qlcData,1
HardyWeinberg,refund,1
HardyWeinberg,SciencesPo,1
HardyWeinberg,SIN,1
HardyWeinberg,SpatialVx,1
HardyWeinberg,VGAM,1
HardyWeinberg,zooimage,1
harvestr,rsml,1
harvestr,taber,1
harvestr,tidyr,1
Harvest.Tree,loop,1
hash,hashr,1
hash,lambda.tools,1
hash,lessR,1
hash,pracma,1
hash,psych,1
hash,qdapTools,1
hash,rapport,1
hash,rapportools,1
hash,reports,1
hash,schoRsch,1
hash,SciencesPo,1
hash,shapes,1
hash,soc.ca,1
hash,spatstat,1
hash,tfer,1
hashids,strataG,1
hashr,qdapTools,1
haven,lubridate,1
haven,solaR,1
haven,splusTimeDate,1
haven,tis,1
hbm,igraph,1
hbm,MCL,1
hbm,R.oo,1
hbm,sna,1
hbmem,MCMCglmm,1
hbmem,msm,1
hbsae,labstatR,1
hbsae,LotkasLaw,1
hbsae,matrixpls,1
hbsae,mlegp,1
hbsae,MLmetrics,1
hbsae,MRSP,1
hbsae,paleoMAS,1
hbsae,pec,1
hbsae,performanceEstimation,1
hbsae,PHeval,1
hbsae,pls,1
hbsae,qualV,1
hbsae,secr,1
hbsae,SMIR,1
hbsae,staTools,1
hbsae,StatRank,1
hbsae,survey,1
hbsae,TExPosition,1
hbsae,timeDate,1
hbsae,unmarked,1
hbsae,VIM,1
HBSTM,Metrics,1
HBSTM,mlr,1
HBSTM,rgp,1
HBSTM,solarius,1
hcc,rdrobust,1
hcc,RHRV,1
hdeco,Jmisc,1
hdeco,magic,1
hdeco,MareyMap,1
hdeco,OpenRepGrid,1
hdeco,qdapTools,1
hdeco,raster,1
hdeco,secr,1
hdeco,spatstat,1
hdeco,splusTimeSeries,1
hdeco,taRifx,1
hdi,phaseR,1
hdi,quadrupen,1
hdi,questionr,1
hdi,vars,1
HDMD,pracma,1
HDMD,psych,1
HDMD,RConics,1
HDPenReg,rhosp,1
HDPenReg,SpatialEpi,1
hdrcde,raster,1
hdrcde,Rfit,1
heavy,lestat,1
heavy,lgarch,1
heavy,lmf,1
heavy,ocomposition,1
heavy,SAVE,1
heavy,stremo,1
heavy,VGAM,1
heplots,pls,1
heplots,texreg,1
heplots,timeDate,1
hett,ternvis,1
hett,tlm,1
hexbin,mmand,1
hflights,hillmakeR,1
hgam,sfa,1
hglm,IFP,1
hglm,mcIRT,1
hglm,OPDOE,1
hglm,spaMM,1
hglm,TTR,1
HiddenMarkov,HMM,1
HiddenMarkov,hmm.discnp,1
HiddenMarkov,ibr,1
HiddenMarkov,mapfit,1
HiddenMarkov,PtProcess,1
HiddenMarkov,RNiftyReg,1
HiddenMarkov,statmod,1
HiDimDA,MAINT.Data,1
hierband,hydroTSM,1
hierband,lfstat,1
hierband,matie,1
hierband,regpro,1
hierband,smatr,1
hierfstat,hyperSpec,1
hierfstat,poppr,1
hierfstat,qdap,1
hierfstat,SSN,1
hierfstat,StatDA,1
hierfstat,strataG,1
hierfstat,WaveletComp,1
hier.part,lambda.tools,1
hier.part,longitudinalData,1
hier.part,lulcc,1
hier.part,neuroim,1
hier.part,optpart,1
hier.part,quantreg,1
hier.part,tgp,1
highD2pop,OpenRepGrid,1
highD2pop,PortfolioAnalytics,1
highD2pop,RobAStBase,1
highD2pop,ROptEstOld,1
highD2pop,rotations,1
highD2pop,sSDR,1
highD2pop,tourr,1
highfrequency,multiplex,1
highfrequency,PopGenKit,1
highfrequency,qtl,1
highfrequency,quanteda,1
highfrequency,rio,1
highfrequency,tis,1
highfrequency,wavethresh,1
highlight,wasim,1
highr,labdsv,1
highTtest,sgof,1
highTtest,spacetime,1
hillmakeR,nodiv,1
hillmakeR,oro.pet,1
hint,RcmdrMisc,1
hisemi,hSDM,1
hisemi,InterSIM,1
hisemi,isdals,1
hisemi,kyotil,1
hisemi,lava,1
hisemi,logitnorm,1
hisemi,maptpx,1
hisemi,mosaic,1
hisemi,MRSP,1
hisemi,ocomposition,1
hisemi,osDesign,1
hisemi,phcfM,1
hisemi,pracma,1
hisemi,psych,1
hisemi,rgr,1
hisemi,rje,1
hisemi,rpf,1
hisemi,secr,1
hisemi,SpatialExtremes,1
hisemi,VGAM,1
HistData,MEMSS,1
HistData,mosaicData,1
HistData,nlme,1
HistData,smacof,1
histogram,lattice,1
histogram,rasterVis,1
histogram,UpSetR,1
hit,MTurkR,1
HiveR,pracma,1
HLMdiag,lmtest,1
HLMdiag,PET,1
HLSM,Segmentor3IsBack,1
HLSM,someKfwer,1
hmeasure,InformationValue,1
hmeasure,labeltodendro,1
hmeasure,mcclust,1
hmeasure,memisc,1
hmeasure,modeltools,1
hmeasure,multiplex,1
hmeasure,paramlink,1
hmeasure,PredictABEL,1
hmeasure,RSNNS,1
hmeasure,synRNASeqNet,1
Hmisc,hot.deck,1
Hmisc,hsphase,1
Hmisc,IDPmisc,1
Hmisc,imputeMissings,1
Hmisc,imputeR,1
Hmisc,inlinedocs,1
Hmisc,JBTools,1
Hmisc,Kmisc,1
Hmisc,Lahman,1
Hmisc,lambda.r,1
Hmisc,lessR,1
Hmisc,matlab,1
Hmisc,mefa,1
Hmisc,micropan,1
Hmisc,miscF,1
Hmisc,mlr,1
Hmisc,modeest,1
Hmisc,multigroup,1
Hmisc,mvbutils,1
Hmisc,network,1
Hmisc,nontarget,1
Hmisc,onlinePCA,1
Hmisc,pedometrics,1
Hmisc,pracma,1
Hmisc,prettyR,1
Hmisc,pspearman,1
Hmisc,psych,1
Hmisc,quantmod,1
Hmisc,questionr,1
Hmisc,rAmCharts,1
Hmisc,randomForest,1
Hmisc,rapportools,1
Hmisc,Rcell,1
Hmisc,RcmdrMisc,1
Hmisc,RcmdrPlugin.IPSUR,1
Hmisc,refset,1
Hmisc,Rip46,1
Hmisc,ripa,1
Hmisc,Rlab,1
Hmisc,RobAStBase,1
Hmisc,rockchalk,1
Hmisc,ROptEstOld,1
Hmisc,ROptRegTS,1
Hmisc,RRF,1
Hmisc,RRNA,1
Hmisc,R.rsp,1
Hmisc,R.utils,1
Hmisc,rvest,1
Hmisc,SCMA,1
Hmisc,sensitivity,1
Hmisc,seqinr,1
Hmisc,sfsmisc,1
Hmisc,simFrame,1
Hmisc,snpRF,1
Hmisc,softImpute,1
Hmisc,spatstat,1
Hmisc,spcosa,1
Hmisc,splancs,1
Hmisc,StatMeasures,1
Hmisc,StreamMetabolism,1
Hmisc,survey,1
Hmisc,tau,1
Hmisc,TDA,1
Hmisc,TeachingDemos,1
Hmisc,testthat,1
Hmisc,TRAMPR,1
Hmisc,translate,1
Hmisc,translateR,1
Hmisc,tsModel,1
Hmisc,wsrf,1
HMM,ibr,1
HMM,marked,1
HMM,modeltools,1
HMM,RNiftyReg,1
HMM,rv,1
HMM,statmod,1
hmm.discnp,lessR,1
hmm.discnp,magic,1
hmm.discnp,profileR,1
hmm.discnp,Rgbp,1
hmm.discnp,rphast,1
hmm.discnp,SMCP,1
hmm.discnp,spTDyn,1
hmm.discnp,spTimer,1
hmmm,rebus,1
HMMpa,VGAM,1
HMP,mboost,1
HMPTrees,interventionalDBN,1
HMPTrees,mRMRe,1
HMPTrees,RcmdrPlugin.sampling,1
hoa,JM,1
hoa,JMbayes,1
hoa,LearnBayes,1
hoa,mboost,1
hoa,MCPMod,1
hoa,mediation,1
hoa,monmlp,1
hoa,phaseR,1
hoa,pracma,1
hoa,psych,1
hoa,ramps,1
hoa,rcppbugs,1
hoa,scuba,1
hoa,seem,1
hoa,sfsmisc,1
hoa,spatstat,1
hoa,TeachNet,1
hoa,tseriesChaos,1
hoa,vacem,1
hoa,VGAM,1
hoardeR,nodiv,1
hoardeR,palaeoSig,1
hoardeR,pez,1
hoardeR,rfishbase,1
holdem,marelac,1
holdem,oce,1
holdem,smacof,1
homtest,LCA,1
homtest,Lmoments,1
homtest,unmarked,1
hot.deck,network,1
hot.deck,plyr,1
Hotelling,parmigene,1
Hotelling,phonTools,1
Hotelling,seqinr,1
hotspots,OutlierDM,1
hotspots,SciencesPo,1
hotspots,StatMeasures,1
hotspots,TeachingDemos,1
howmany,memuse,1
hrr,htmltools,1
hrr,itsmr,1
hrr,shiny,1
hrr,threg,1
HSAUR,metaSEM,1
HSAUR,moonsun,1
HSAUR,oce,1
HSAUR,PBImisc,1
HSAUR,robustbase,1
HSAUR,SVMMaj,1
HSAUR,TaoTeProgramming,1
HSAUR,viridis,1
HSAUR2,HSAUR3,1
HSAUR2,metaSEM,1
HSAUR2,moonsun,1
HSAUR2,oce,1
HSAUR2,PBImisc,1
HSAUR2,robustbase,1
HSAUR2,SVMMaj,1
HSAUR2,TaoTeProgramming,1
HSAUR2,viridis,1
HSAUR3,metaSEM,1
HSAUR3,mldr,1
HSAUR3,moonsun,1
HSAUR3,oce,1
HSAUR3,PBImisc,1
HSAUR3,robustbase,1
HSAUR3,sads,1
HSAUR3,SVMMaj,1
HSAUR3,TaoTeProgramming,1
HSAUR3,TH.data,1
HSAUR3,viridis,1
hSDM,InterSIM,1
hSDM,isdals,1
hSDM,kyotil,1
hSDM,lava,1
hSDM,logitnorm,1
hSDM,maptpx,1
hSDM,mosaic,1
hSDM,ocomposition,1
hSDM,osDesign,1
hSDM,pracma,1
hSDM,psych,1
hSDM,rgr,1
hSDM,rje,1
hSDM,rpf,1
hSDM,secr,1
hSDM,SpatialExtremes,1
hSDM,VGAM,1
hsphase,imputeMissings,1
hsphase,imputeR,1
hsphase,ivmodel,1
hsphase,lubridate,1
hsphase,mlr,1
hsphase,NMOF,1
hsphase,onlinePCA,1
hsphase,PST,1
hsphase,softImpute,1
hsphase,stcm,1
hsphase,stochvol,1
hsphase,tfer,1
hsphase,waveslim,1
hsphase,yaImpute,1
HSROC,jackknifeKME,1
HSROC,MDM,1
HSROC,mirt,1
HSROC,mme,1
HSROC,sortinghat,1
htmlTable,Kmisc,1
htmltools,ifultools,1
htmltools,itsmr,1
htmltools,jiebaR,1
htmltools,MareyMap,1
htmltools,mclust,1
htmltools,MM,1
htmltools,nlsem,1
htmltools,numbers,1
htmltools,ocomposition,1
htmltools,osmar,1
htmltools,pander,1
htmltools,paramlink,1
htmltools,potts,1
htmltools,R2HTML,1
htmltools,radir,1
htmltools,rebus,1
htmltools,R.filesets,1
htmltools,seqinr,1
htmltools,sets,1
htmltools,softclassval,1
htmltools,spanel,1
htmltools,statar,1
htmltools,tcltk2,1
htmltools,threg,1
htmltools,translateSPSS2R,1
htmltools,wasim,1
htmlwidgets,networkD3,1
httpuv,memisc,1
httpuv,R.matlab,1
httpuv,RSelenium,1
httr,itertools,1
httr,NLP,1
httr,PivotalR,1
httr,pkgconfig,1
httr,reutils,1
httr,svMisc,1
httr,synchronicity,1
httr,tcltk2,1
httr,TMB,1
huge,pROC,1
humanFormat,rgp,1
HW.pval,rms.gof,1
hydroGOF,jointPm,1
hydroGOF,kmconfband,1
hydroGOF,lessR,1
hydroGOF,lfl,1
hydroGOF,mclust,1
hydroGOF,missForest,1
hydroGOF,OpenRepGrid,1
hydroGOF,plot2groups,1
hydroGOF,SharpeR,1
hydroGOF,sjmisc,1
hydroGOF,SpatialVx,1
hydroGOF,termstrc,1
hydroGOF,topmodel,1
hydroGOF,vegetarian,1
hydroGOF,wasim,1
hydroGOF,wavethresh,1
hydroGOF,weights,1
hydroPSO,mixtools,1
hydroPSO,tourr,1
hydrostats,Jmisc,1
hydrostats,likert,1
hydrostats,lordif,1
hydrostats,memisc,1
hydrostats,qlcData,1
hydrostats,SciencesPo,1
hydrostats,zooimage,1
hydroTSM,matie,1
hydroTSM,PSAboot,1
hydroTSM,regpro,1
hydroTSM,smatr,1
hydroTSM,timeSeries,1
hydroTSM,VIM,1
HyperbolicDist,ibd,1
HyperbolicDist,modeest,1
HyperbolicDist,mosaic,1
HyperbolicDist,mpoly,1
HyperbolicDist,MVT,1
HyperbolicDist,normalp,1
HyperbolicDist,pcadapt,1
HyperbolicDist,PReMiuM,1
HyperbolicDist,quantileDA,1
HyperbolicDist,randomUniformForest,1
HyperbolicDist,rje,1
HyperbolicDist,Rmixmod,1
HyperbolicDist,s20x,1
HyperbolicDist,semTools,1
hyperdirichlet,ibd,1
hyperdirichlet,ibr,1
hyperdirichlet,kergp,1
hyperdirichlet,klaR,1
hyperdirichlet,LearnBayes,1
hyperdirichlet,lestat,1
hyperdirichlet,logbin,1
hyperdirichlet,MAINT.Data,1
hyperdirichlet,multicool,1
hyperdirichlet,multivator,1
hyperdirichlet,NBDdirichlet,1
hyperdirichlet,pomp,1
hyperdirichlet,psychotools,1
hyperdirichlet,qualvar,1
hyperdirichlet,Rankcluster,1
hyperdirichlet,SAVE,1
hyperdirichlet,seedy,1
hyperdirichlet,spam,1
hyperdirichlet,spatstat,1
hyperdirichlet,stats4,1
hyperdirichlet,TeachingDemos,1
hyperdirichlet,unmarked,1
hyperdirichlet,vars,1
hyperdirichlet,VGAM,1
hypergeo,locfit,1
hypergeo,multipol,1
hypergeo,VGAM,1
hyperSpec,intervals,1
hyperSpec,itsmr,1
hyperSpec,lordif,1
hyperSpec,matR,1
hyperSpec,modeltools,1
hyperSpec,mosaic,1
hyperSpec,neotoma,1
hyperSpec,nlme,1
hyperSpec,OpenRepGrid,1
hyperSpec,pawacc,1
hyperSpec,planor,1
hyperSpec,qdap,1
hyperSpec,qdapRegex,1
hyperSpec,qmrparser,1
hyperSpec,qwraps2,1
hyperSpec,R2BayesX,1
hyperSpec,raster,1
hyperSpec,rPref,1
hyperSpec,rstackdeque,1
hyperSpec,scidb,1
hyperSpec,simsem,1
hyperSpec,sivipm,1
hyperSpec,SpatialEpi,1
hyperSpec,tigerstats,1
hyperSpec,tourr,1
hyperSpec,tuneR,1
hyperSpec,WaveletComp,1
hyperSpec,webvis,1
hyperSpec,zipfR,1
iBATCGH,timeDate,1
ibd,igraph,1
ibd,mosaic,1
ibd,mpoly,1
ibd,PReMiuM,1
ibd,randomUniformForest,1
ibd,rcdk,1
ibd,rje,1
ibd,Rmixmod,1
ibd,sna,1
ibd,ThreeWay,1
ibdreg,ic.infer,1
ibdreg,kinship2,1
ibdreg,PTAk,1
ibdreg,rHealthDataGov,1
ibr,logistf,1
ibr,mixlm,1
ibr,MuMIn,1
ibr,qpcR,1
ibr,rebmix,1
ibr,RNiftyReg,1
ibr,RRNA,1
ibr,SAVE,1
ibr,sme,1
ibr,statmod,1
ibr,tileHMM,1
iC10,klausuR,1
iC10,ks,1
iC10,loo,1
iC10,MDR,1
iC10,mlr,1
iC10,onemap,1
iC10,optpart,1
iC10,packHV,1
iC10,robustlmm,1
iC10,RSA,1
iC10,tableplot,1
iC10,timeROC,1
iC10,VLF,1
ica,multiway,1
ICC,lessR,1
ICEbox,Sabermetrics,1
ICEbox,TeachingDemos,1
ICGE,tuneR,1
ic.infer,mplot,1
ic.infer,penalized,1
ic.infer,TH.data,1
ic.infer,UsingR,1
iCluster,NMOF,1
iCluster,somebm,1
ICS,ycinterextra,1
ICsurv,PCDSpline,1
IDPmisc,iplots,1
IDPmisc,lessR,1
IDPmisc,loa,1
IDPmisc,phonTools,1
IDPmisc,pracma,1
IDPmisc,raster,1
IDPmisc,Rcell,1
IDPmisc,ripa,1
IDPmisc,RSEIS,1
IDPmisc,shape,1
IDPmisc,simecol,1
IDPmisc,splancs,1
IDPmisc,splus2R,1
IDPmisc,synchrony,1
IFP,MASS,1
IFP,mcIRT,1
ifultools,kappalab,1
ifultools,laeken,1
ifultools,languageR,1
ifultools,lava,1
ifultools,lestat,1
ifultools,mclust,1
ifultools,MoTBFs,1
ifultools,nlsem,1
ifultools,randomUniformForest,1
ifultools,shiny,1
ifultools,soc.ca,1
ifultools,waveslim,1
igraph,kappalab,1
igraph,klausuR,1
igraph,Kmisc,1
igraph,ks,1
igraph,labstatR,1
igraph,lava,1
igraph,LearnBayes,1
igraph,lestat,1
igraph,LICORS,1
igraph,llama,1
igraph,loo,1
igraph,lordif,1
igraph,maptpx,1
igraph,MareyMap,1
igraph,MDR,1
igraph,mdscore,1
igraph,metatest,1
igraph,MethComp,1
igraph,mlmRev,1
igraph,modehunt,1
igraph,modeltools,1
igraph,msir,1
igraph,nabor,1
igraph,NMF,1
igraph,nodiv,1
igraph,nonlinearTseries,1
igraph,onemap,1
igraph,optpart,1
igraph,OutbreakTools,1
igraph,packHV,1
igraph,parsec,1
igraph,parviol,1
igraph,pdfCluster,1
igraph,pegas,1
igraph,peptider,1
igraph,Perc,1
igraph,PerMallows,1
igraph,permute,1
igraph,phangorn,1
igraph,phonTools,1
igraph,phylobase,1
igraph,plsdof,1
igraph,plspm,1
igraph,pmc,1
igraph,popEpi,1
igraph,PortfolioAnalytics,1
igraph,PoweR,1
igraph,prodlim,1
igraph,pryr,1
igraph,psd,1
igraph,purrr,1
igraph,qdap,1
igraph,quanteda,1
igraph,rAmCharts,1
igraph,randomizeR,1
igraph,RandVar,1
igraph,rationalfun,1
igraph,rcdk,1
igraph,rebus,1
igraph,REEMtree,1
igraph,rEMM,1
igraph,RevEcoR,1
igraph,rgp,1
igraph,ripa,1
igraph,RobAStBase,1
igraph,robfilter,1
igraph,robustlmm,1
igraph,R.oo,1
igraph,ROptRegTS,1
igraph,Rpdb,1
igraph,RSA,1
igraph,rsm,1
igraph,rv,1
igraph,SciencesPo,1
igraph,SCVA,1
igraph,seem,1
igraph,seriation,1
igraph,simecol,1
igraph,simplr,1
igraph,siplab,1
igraph,SNPmaxsel,1
igraph,soc.ca,1
igraph,som,1
igraph,sparseLDA,1
igraph,sparsereg,1
igraph,SpatialEpi,1
igraph,StatDA,1
igraph,strataG,1
igraph,SVMMaj,1
igraph,symbols,1
igraph,SyNet,1
igraph,tableplot,1
igraph,TaoTeProgramming,1
igraph,tawny,1
igraph,tcR,1
igraph,timeROC,1
igraph,tree,1
igraph,tsDyn,1
igraph,tuneR,1
igraph,urltools,1
igraph,varComp,1
igraph,vegan,1
igraph,vegdata,1
igraph,vegetarian,1
igraph,VLF,1
igraph,wsrf,1
ilc,statar,1
ilc,taRifx,1
IM,NADA,1
IM,nat,1
IM,raster,1
IM,rsnps,1
IM,secr,1
Imap,iplots,1
Imap,itertools2,1
imguR,knitr,1
import,lubridate,1
import,plyr,1
imputeMissings,imputeR,1
imputeMissings,mlr,1
imputeMissings,onlinePCA,1
imputeMissings,PST,1
imputeMissings,softImpute,1
imputeMissings,yaImpute,1
imputeR,ineq,1
imputeR,missForest,1
imputeR,MRSP,1
imputeR,plsRglm,1
imputeR,pnn,1
imputeTS,randomUniformForest,1
imputeTS,scidb,1
imputeTS,tseries,1
imputeTS,zoo,1
imputeYn,MAVTgsa,1
imputeYn,Rcmdr,1
imputeYn,utils,1
in2extRemes,miceadds,1
inarmix,ppmlasso,1
inbreedR,plspm,1
indicspecies,LPCM,1
indicspecies,peptider,1
indicspecies,QCA3,1
indicspecies,Rgbp,1
ineq,infotheo,1
ineq,kappalab,1
ineq,lsa,1
ineq,MLmetrics,1
ineq,mmeln,1
ineq,NMF,1
ineq,plgp,1
ineq,queueing,1
ineq,reldist,1
ineq,survC1,1
ineq,TaoTeProgramming,1
ineq,tcR,1
ineq,VLMC,1
InfDim,nicheROVER,1
InfDim,robCompositions,1
InfDim,rspa,1
InfDim,xergm.common,1
InferenceSMR,lava,1
InferenceSMR,MSQC,1
InferenceSMR,RMAWGEN,1
InferenceSMR,SpatialExtremes,1
inflection,qpcR,1
influenceR,PortfolioAnalytics,1
influenceR,sna,1
infoDecompuTE,JPEN,1
infoDecompuTE,KMDA,1
infoDecompuTE,kyotil,1
infoDecompuTE,lasso2,1
infoDecompuTE,lava,1
infoDecompuTE,mgpd,1
infoDecompuTE,msos,1
infoDecompuTE,mvinfluence,1
infoDecompuTE,OpenMx,1
infoDecompuTE,pdR,1
infoDecompuTE,plsdof,1
infoDecompuTE,psych,1
infoDecompuTE,ramify,1
infoDecompuTE,Rgbp,1
infoDecompuTE,ThreeWay,1
infoDecompuTE,ztable,1
Information,InformationValue,1
Information,LINselect,1
Information,lqa,1
Information,memisc,1
Information,mlearning,1
Information,mlr,1
Information,MRSP,1
Information,penalized,1
Information,RcmdrPlugin.pointG,1
Information,RcppDL,1
Information,RSNNS,1
Information,spatstat,1
InformationValue,lava,1
InformationValue,popbio,1
InformationValue,PredictABEL,1
InformationValue,robumeta,1
InformationValue,RobustEM,1
InformationValue,sdprisk,1
InformationValue,SimSeq,1
InformationValue,SVMMatch,1
InformationValue,synRNASeqNet,1
infotheo,kappalab,1
infotheo,lsa,1
infotheo,mmeln,1
infotheo,NMF,1
infotheo,plgp,1
infotheo,reldist,1
infotheo,TaoTeProgramming,1
infotheo,tcR,1
infotheo,VLMC,1
infutil,irr,1
inline,Rcpp,1
inlinedocs,nontarget,1
inlinedocs,randomForest,1
inlinedocs,RRF,1
inlinedocs,SCMA,1
inlinedocs,snpRF,1
inlinedocs,Zelig,1
insol,pheno,1
insol,segmented,1
intamap,logcondens,1
intamap,MareyMap,1
intamap,phonTools,1
intamap,pscl,1
intamap,raster,1
intamap,TIMP,1
intamap,tourr,1
Interact,SensoMineR,1
Interact,spatstat,1
Interact,tnam,1
interferenceCI,learnstats,1
interferenceCI,lmerTest,1
interferenceCI,MRSP,1
interferenceCI,pcadapt,1
interferenceCI,PopED,1
interferenceCI,pracma,1
interferenceCI,ramify,1
interferenceCI,stremo,1
interferenceCI,TeachingSampling,1
interferenceCI,timereg,1
interferenceCI,Traitspace,1
interferenceCI,vcdExtra,1
InterSIM,isdals,1
InterSIM,kyotil,1
InterSIM,lava,1
InterSIM,logitnorm,1
InterSIM,maptpx,1
InterSIM,mosaic,1
InterSIM,ocomposition,1
InterSIM,osDesign,1
InterSIM,phcfM,1
InterSIM,pracma,1
InterSIM,psych,1
InterSIM,rgr,1
InterSIM,rje,1
InterSIM,rpf,1
InterSIM,secr,1
InterSIM,SpatialExtremes,1
InterSIM,VGAM,1
intervals,Kmisc,1
intervals,lfl,1
intervals,modeltools,1
intervals,npmlreg,1
intervals,onion,1
intervals,optimbase,1
intervals,plyr,1
intervals,PopED,1
intervals,pracma,1
intervals,proxy,1
intervals,purrr,1
intervals,qmrparser,1
intervals,ramify,1
intervals,randomizeR,1
intervals,reshape,1
intervals,rPref,1
intervals,TiddlyWikiR,1
intervals,tidyr,1
intervals,wccsom,1
intRegGOF,mcr,1
intRegGOF,TIMP,1
intRegGOF,vec2dtransf,1
introgress,MAR1,1
introgress,spacetime,1
introgress,tsDyn,1
InventorymodelPackage,spacetime,1
ipdmeta,labstatR,1
ipdmeta,mirt,1
ipdmeta,rsae,1
ipdmeta,rSymPy,1
iplots,itertools2,1
iplots,phonTools,1
iplots,spatstat,1
IPMpack,lavaan,1
IPMpack,mada,1
IPMpack,micEcon,1
IPMpack,seem,1
IPMpack,softclassval,1
IPMpack,tgp,1
IPMpack,TTR,1
ipred,labstatR,1
ipred,MBESS,1
ipred,mboost,1
ipred,pse,1
ipred,RVAideMemoire,1
ipred,sjmisc,1
ipred,sortinghat,1
ipred,SpatialExtremes,1
ipred,TukeyC,1
ips,paramlink,1
ips,phylobase,1
ips,seqRFLP,1
IPSUR,Kmisc,1
IQCC,Rlab,1
IQCC,svUnit,1
iqLearn,verification,1
iRegression,marked,1
iRegression,nCal,1
IRISSeismic,lambda.tools,1
IRISSeismic,MASS,1
IRISSeismic,mosaic,1
IRISSeismic,MVT,1
IRISSeismic,optpart,1
IRISSeismic,phonTools,1
IRISSeismic,prodlim,1
IRISSeismic,rapportools,1
IRISSeismic,scidb,1
IRISSeismic,ssym,1
IRISSeismic,synlik,1
irr,psy,1
irr,sjmisc,1
irtoys,itsmr,1
irtoys,lava,1
irtoys,mclust,1
irtoys,MSBVAR,1
irtoys,multiway,1
irtoys,prob,1
irtoys,psych,1
irtoys,rAmCharts,1
irtoys,relSim,1
irtoys,saeSim,1
irtoys,sca,1
irtoys,seem,1
irtoys,simba,1
irtoys,simcausal,1
irtoys,simecol,1
irtoys,simsem,1
irtoys,spMC,1
irtoys,tis,1
irtoys,tsDyn,1
irtoys,wingui,1
irtoys,Zelig,1
irtProb,mc2d,1
irtProb,multinomRob,1
isa2,lava,1
isa2,lpbrim,1
isa2,NCmisc,1
isa2,pampe,1
isdals,kyotil,1
isdals,lava,1
isdals,logitnorm,1
isdals,maptpx,1
isdals,MESS,1
isdals,mosaic,1
isdals,ocomposition,1
isdals,osDesign,1
isdals,phcfM,1
isdals,pracma,1
isdals,psych,1
isdals,rgr,1
isdals,rje,1
isdals,rpf,1
isdals,secr,1
isdals,SpatialExtremes,1
isdals,VGAM,1
ISDA.R,lubridate,1
ISDA.R,mosaic,1
ISDA.R,propagate,1
ISDA.R,sets,1
ISDA.R,timetools,1
ISDA.R,ttutils,1
ISLR,vcd,1
Iso,kyotil,1
Iso,timereg,1
Iso,twostageTE,1
ISwR,sybil,1
iterators,itertools2,1
iterators,taRifx,1
iterLap,lulcc,1
iterLap,mlr,1
iterLap,mmand,1
iterLap,mosaic,1
iterLap,nat,1
iterLap,overlap,1
iterLap,phonTools,1
iterLap,plgp,1
iterLap,popbio,1
iterLap,prospectr,1
iterLap,raster,1
iterLap,RecordLinkage,1
iterLap,resample,1
iterLap,R.utils,1
iterLap,signal,1
iterLap,smcUtils,1
iterLap,spcadjust,1
itertools,matrixStats,1
itertools,multipol,1
itertools,OpenRepGrid,1
itertools,osDesign,1
itertools,synchronicity,1
itertools2,plyr,1
itree,npmlreg,1
itree,rpart,1
itree,tumblR,1
its,KODAMA,1
its,ldr,1
its,rmngb,1
its,siplab,1
itsadug,kernlab,1
itsadug,lmf,1
itsadug,logmult,1
itsadug,mclust,1
itsadug,Metrics,1
itsadug,mpath,1
itsadug,MRSP,1
itsadug,np,1
itsadug,ParetoPosStable,1
itsadug,plspm,1
itsadug,psych,1
itsadug,psychometric,1
itsadug,rbamtools,1
itsadug,rebus,1
itsadug,RVAideMemoire,1
itsadug,scales,1
itsadug,SciencesPo,1
itsadug,sciplot,1
itsadug,SharpeR,1
itsadug,sjmisc,1
itsadug,spatstat,1
itsadug,tscount,1
itsadug,Zelig,1
itsmr,lava,1
itsmr,lsmeans,1
itsmr,LSTS,1
itsmr,MASS,1
itsmr,mclust,1
itsmr,midasr,1
itsmr,MSBVAR,1
itsmr,ordinal,1
itsmr,permute,1
itsmr,pgam,1
itsmr,PK,1
itsmr,poppr,1
itsmr,prob,1
itsmr,psych,1
itsmr,regexr,1
itsmr,relSim,1
itsmr,R.oo,1
itsmr,rqPen,1
itsmr,rTableICC,1
itsmr,saeSim,1
itsmr,seasonal,1
itsmr,seem,1
itsmr,semisupKernelPCA,1
itsmr,shiny,1
itsmr,simba,1
itsmr,simcausal,1
itsmr,simecol,1
itsmr,simsem,1
itsmr,spduration,1
itsmr,spMC,1
itsmr,stepp,1
itsmr,surveillance,1
itsmr,svUnit,1
itsmr,threg,1
itsmr,Traitspace,1
itsmr,TSMining,1
itsmr,ttutils,1
itsmr,tuneR,1
itsmr,VGAM,1
itsmr,Zelig,1
ivmodel,stochvol,1
ivmodel,tfer,1
ivpanel,spanel,1
iWeigReg,penalized,1
iWeigReg,sglasso,1
iWeigReg,UWHAM,1
jackknifeKME,MDM,1
jackknifeKME,mirt,1
jackknifeKME,mme,1
jackknifeKME,sortinghat,1
